file	sentence	probability
Green Hat Books\Bill Bryson - A Short History of Nearly Everything (2003).pdf	"Caster
and J."	0.9337990283966064
Green Hat Books\Bill Bryson - A Short History of Nearly Everything (2003).pdf	C.	0.91887366771698
Green Hat Books\Bill Bryson - A Short History of Nearly Everything (2003).pdf	"The
theory Hapgood alluded to was one first propounded in 1908 by an amateur American
geologist named Frank Bursley Taylor."	0.8661287426948547
Green Hat Books\Bill Bryson - A Short History of Nearly Everything (2003).pdf	"Taylor came from a wealthy family and had both the
means and freedom from academic constraints to pursue unconventional lines of inquiry."	0.9847190976142883
Green Hat Books\Bill Bryson - A Short History of Nearly Everything (2003).pdf	"He
was one of those struck by the similarity in shape between the facing coastlines of Africa and
South America, and from this observation he developed the idea that the continents had once
slid around."	0.9728530049324036
Green Hat Books\Bill Bryson - A Short History of Nearly Everything (2003).pdf	"He suggested—presciently as it turned out—that the crunching together of
continents could have thrust up the world’s mountain chains."	0.993615984916687
Green Hat Books\Bill Bryson - A Short History of Nearly Everything (2003).pdf	"In Germany, however, Taylor’s idea was picked up, and effectively appropriated, by a
theorist named Alfred Wegener, a meteorologist at the University of Marburg."	0.9741353392601013
Green Hat Books\Bill Bryson - A Short History of Nearly Everything (2003).pdf	"Wegener
investigated the many plant and fossil anomalies that did not fit comfortably into the standard
model of Earth history and realized that very little of it made sense if conventionally
interpreted."	0.8938418030738831
Green Hat Books\Bill Bryson - A Short History of Nearly Everything (2003).pdf	How, he wondered, did marsupials travel from South America to Australia?	0.9469727277755737
Green Hat Books\Bill Bryson - A Short History of Nearly Everything (2003).pdf	How did identical snails turn up in Scandinavia and New England?	0.924510657787323
Green Hat Books\Bill Bryson - A Short History of Nearly Everything (2003).pdf	"And how, come to that,
did one account for coal seams and other semi-tropical remnants in frigid spots like
Spitsbergen, four hundred miles north of Norway, if they had not somehow migrated there
from warmer climes?"	0.9616221189498901
Green Hat Books\Bill Bryson - A Short History of Nearly Everything (2003).pdf	"Wegener developed the theory that the world’s continents had once come together in a
single landmass he called Pangaea, where flora and fauna had been able to mingle, before the
continents had split apart and floated off to their present positions."	0.9711809158325195
Green Hat Books\Bill Bryson - A Short History of Nearly Everything (2003).pdf	"All this he put together in a
book called Die Entstehung der Kontinente und Ozeane, or The Origin of Continents and
Oceans, which was published in German in 1912 and—despite the outbreak of the First
World War in the meantime—in English three years later."	0.9267668128013611
Green Hat Books\Bill Bryson - A Short History of Nearly Everything (2003).pdf	"Because of the war, Wegener’s theory didn’t attract much notice at first, but by 1920, when
he produced a revised and expanded edition, it quickly became a subject of discussion."	0.8408975601196289
Green Hat Books\Bill Bryson - A Short History of Nearly Everything (2003).pdf	Everyone agreed that continents moved—but up and down, not sideways.	0.7861191034317017
Green Hat Books\Bill Bryson - A Short History of Nearly Everything (2003).pdf	"This suggested that as the molten
Earth had cooled, it had become wrinkled in the manner of a baked apple, creating ocean
basins and mountain ranges."	0.9822965860366821
Green Hat Books\Bill Bryson - A Short History of Nearly Everything (2003).pdf	"Clearly the time was ripe for a new
theory."	0.9682688117027283
Green Hat Books\Bill Bryson - A Short History of Nearly Everything (2003).pdf	"For a start, his radical notions questioned the foundations of their discipline, seldom an
effective way to generate warmth in an audience."	0.9365695118904114
Green Hat Books\Bill Bryson - A Short History of Nearly Everything (2003).pdf	"He was a
meteorologist, for goodness sake."	0.9654504060745239
Green Hat Books\Bill Bryson - A Short History of Nearly Everything (2003).pdf	"To get around the problems of fossil distributions, they posited ancient “land
bridges” wherever they were needed."	0.9954670667648315
Green Hat Books\Bill Bryson - A Short History of Nearly Everything (2003).pdf	"When an ancient horse named Hipparion was found to
have lived in France and Florida at the same time, a land bridge was drawn across the
Atlantic."	0.9435568451881409
Green Hat Books\Bill Bryson - A Short History of Nearly Everything (2003).pdf	"When it was realized that ancient tapirs had existed simultaneously in South
America and Southeast Asia a land bridge was drawn there, too."	0.98336261510849
Green Hat Books\Bill Bryson - A Short History of Nearly Everything (2003).pdf	"Soon maps of prehistoric
seas were almost solid with hypothesized land bridges—from North America to Europe, from
Brazil to Africa, from Southeast Asia to Australia, from Australia to Antarctica."	0.7961251735687256
Green Hat Books\Bill Bryson - A Short History of Nearly Everything (2003).pdf	"These
connective tendrils had not only conveniently appeared whenever it was necessary to move a
living organism from one landmass to another, but then obligingly vanished without leaving a
trace of their former existence."	0.9665270447731018
Green Hat Books\Bill Bryson - A Short History of Nearly Everything (2003).pdf	"One species of trilobite that was well
known in Europe was also found to have lived on Newfoundland—but only on one side."	0.8766252398490906
Green Hat Books\Bill Bryson - A Short History of Nearly Everything (2003).pdf	"Even more
awkwardly anomalous was another species of trilobite found in Europe and the Pacific
Northwest but nowhere in between, which would have required not so much a land bridge as a
flyover."	0.842112123966217
Green Hat Books\Bill Bryson - A Short History of Nearly Everything (2003).pdf	"To believe in his theory you
had to accept that massive continents somehow pushed through solid crust, like a plow
through soil, without leaving any furrow in their wake."	0.9180152416229248
Green Hat Books\Bill Bryson - A Short History of Nearly Everything (2003).pdf	"It was Arthur Holmes, the English geologist who did so much to determine the age of the
Earth, who suggested a possible way."	0.9569501280784607
Green Hat Books\Bill Bryson - A Short History of Nearly Everything (2003).pdf	"Holmes was the first scientist to understand that
radioactive warming could produce convection currents within the Earth."	0.7723254561424255
Green Hat Books\Bill Bryson - A Short History of Nearly Everything (2003).pdf	"In theory these
could be powerful enough to slide continents around on the surface."	0.9243420958518982
Green Hat Books\Bill Bryson - A Short History of Nearly Everything (2003).pdf	"It was
still a radical proposition for the time and widely criticized, particularly in the United States,
where resistance to drift lasted longer than elsewhere."	0.7039305567741394
Green Hat Books\Bill Bryson - A Short History of Nearly Everything (2003).pdf	"One reviewer there fretted, without any
evident sense of irony, that Holmes presented his arguments so clearly and compellingly that
students might actually come to believe them."	0.7096765637397766
Green Hat Books\Bill Bryson - A Short History of Nearly Everything (2003).pdf	Elsewhere, however, the new theory drew steady if cautious support.	0.7043247818946838
Green Hat Books\Bill Bryson - A Short History of Nearly Everything (2003).pdf	"In 1950, a vote at the
annual meeting of the British Association for the Advancement of Science showed that about
half of those present now embraced the idea of continental drift."	0.8593389987945557
Green Hat Books\Bill Bryson - A Short History of Nearly Everything (2003).pdf	"(Hapgood soon after cited
this figure as proof of how tragically misled British geologists had become.) Curiously,
Holmes himself sometimes wavered in his conviction."	0.7653623819351196
Green Hat Books\Bill Bryson - A Short History of Nearly Everything (2003).pdf	"In 1953 he confessed: “I have never
succeeded in freeing myself from a nagging prejudice against continental drift; in my
geological bones, so to speak, I feel the hypothesis is a fantastic one.”
Continental drift was not entirely without support in the United States."	0.7145144939422607
Green Hat Books\Bill Bryson - A Short History of Nearly Everything (2003).pdf	"Reginald Daly of
Harvard spoke for it, but he, you may recall, was the man who suggested that the Moon had
been formed by a cosmic impact, and his ideas tended to be considered interesting, even
worthy, but a touch too exuberant for serious consideration."	0.8458419442176819
Green Hat Books\Bill Bryson - A Short History of Nearly Everything (2003).pdf	"Interestingly, oil company geologists had known for years that if you wanted to find oil you
had to allow for precisely the sort of surface movements that were implied by plate tectonics."	0.9459971189498901
Green Hat Books\Bill Bryson - A Short History of Nearly Everything (2003).pdf	But oil geologists didn’t write academic papers; they just found oil.	0.8973279595375061
Green Hat Books\Bill Bryson - A Short History of Nearly Everything (2003).pdf	Scientists dealt with this paradox in the handiest possible way.	0.9970239400863647
Green Hat Books\Bill Bryson - A Short History of Nearly Everything (2003).pdf	"In the Second World War, a Princeton University mineralogist named Harry Hess was put
in charge of an attack transport ship, the USS Cape Johnson."	0.9278503060340881
Green Hat Books\Bill Bryson - A Short History of Nearly Everything (2003).pdf	"Aboard this vessel was a fancy
new depth sounder called a fathometer, which was designed to facilitate inshore maneuvers
during beach landings, but Hess realized that it could equally well be used for scientific
purposes and never switched it off, even when far out at sea, even in the heat of battle."	0.9854366183280945
Green Hat Books\Bill Bryson - A Short History of Nearly Everything (2003).pdf	"What
he found was entirely unexpected."	0.9881499409675598
Green Hat Books\Bill Bryson - A Short History of Nearly Everything (2003).pdf	"But
Hess’s readings showed that the ocean floor offered anything but the gooey smoothness of
ancient silts."	0.916037917137146
Green Hat Books\Bill Bryson - A Short History of Nearly Everything (2003).pdf	"It was scored everywhere with canyons, trenches, and crevasses and dotted with
volcanic seamounts that he called guyots after an earlier Princeton geologist named Arnold
Guyot."	0.934703528881073
Green Hat Books\Bill Bryson - A Short History of Nearly Everything (2003).pdf	"After the war, Hess returned to Princeton and the preoccupations of teaching, but the
mysteries of the seafloor continued to occupy a space in his thoughts."	0.82329922914505
Green Hat Books\Bill Bryson - A Short History of Nearly Everything (2003).pdf	"In so doing, they found an even bigger surprise: the mightiest and most
extensive mountain range on Earth was—mostly—underwater."	0.9823926687240601
Green Hat Books\Bill Bryson - A Short History of Nearly Everything (2003).pdf	"It traced a continuous path
along the world’s seabeds, rather like the stitching on a baseball."	0.9231248497962952
Green Hat Books\Bill Bryson - A Short History of Nearly Everything (2003).pdf	"If you began at Iceland, you
could follow it down the center of the Atlantic Ocean, around the bottom of Africa, and across
the Indian and Southern Oceans, below Australia; there it angled across the Pacific as if
making for Baja California before shooting up the west coast of the United States to Alaska."	0.9718026518821716
Green Hat Books\Bill Bryson - A Short History of Nearly Everything (2003).pdf	"When all its branches
were added together, the network extended to 46,600 miles."	0.8457677960395813
Green Hat Books\Bill Bryson - A Short History of Nearly Everything (2003).pdf	A very little of this had been known for some time.	0.7266632914543152
Green Hat Books\Bill Bryson - A Short History of Nearly Everything (2003).pdf	"People laying ocean-floor cables in the
nineteenth century had realized that there was some kind of mountainous intrusion in the mid-
Atlantic from the way the cables ran, but the continuous nature and overall scale of the chain
was a stunning surprise."	0.978666365146637
Green Hat Books\Bill Bryson - A Short History of Nearly Everything (2003).pdf	Moreover, it contained physical anomalies that couldn’t be explained.	0.9771831035614014
Green Hat Books\Bill Bryson - A Short History of Nearly Everything (2003).pdf	"Down the middle of the mid-Atlantic ridge was a canyon—a rift—up to a dozen miles wide
for its entire 12,000-mile length."	0.9487775564193726
Green Hat Books\Bill Bryson - A Short History of Nearly Everything (2003).pdf	"This seemed to suggest that the Earth was splitting apart at
the seams, like a nut bursting out of its shell."	0.9842091202735901
Green Hat Books\Bill Bryson - A Short History of Nearly Everything (2003).pdf	"It was an absurd and unnerving notion, but the
evidence couldn’t be denied."	0.9725691676139832
Green Hat Books\Bill Bryson - A Short History of Nearly Everything (2003).pdf	"The Atlantic floor was effectively two large conveyor belts, one carrying
crust toward North America, the other carrying crust toward Europe."	0.9106634259223938
Green Hat Books\Bill Bryson - A Short History of Nearly Everything (2003).pdf	"The process became
known as seafloor spreading."	0.9319059252738953
Green Hat Books\Bill Bryson - A Short History of Nearly Everything (2003).pdf	"It also explained why ocean floors
everywhere were so comparatively youthful."	0.9817965626716614
Green Hat Books\Bill Bryson - A Short History of Nearly Everything (2003).pdf	Now Hess could see why.	0.9637044668197632
Green Hat Books\Bill Bryson - A Short History of Nearly Everything (2003).pdf	It was a beautiful theory that explained a great deal.	0.9934349060058594
Green Hat Books\Bill Bryson - A Short History of Nearly Everything (2003).pdf	"Meanwhile, two researchers, working independently, were making some startling findings
by drawing on a curious fact of Earth history that had been discovered several decades earlier."	0.9917489290237427
Green Hat Books\Bill Bryson - A Short History of Nearly Everything (2003).pdf	"Specifically, tiny grains of iron ore within the rocks
point to wherever the magnetic poles happen to be at the time of their formation, then stay
pointing in that direction as the rocks cool and harden."	0.9320094585418701
Green Hat Books\Bill Bryson - A Short History of Nearly Everything (2003).pdf	"In effect they “remember” where the
magnetic poles were at the time of their creation."	0.9518573880195618
Green Hat Books\Bill Bryson - A Short History of Nearly Everything (2003).pdf	"For years this was little more than a
curiosity, but in the 1950s Patrick Blackett of the University of London and S."	0.7502073049545288
Green Hat Books\Bill Bryson - A Short History of Nearly Everything (2003).pdf	K.	0.9171020984649658
Green Hat Books\Bill Bryson - A Short History of Nearly Everything (2003).pdf	"Runcorn of
the University of Newcastle studied the ancient magnetic patterns frozen in British rocks and
were startled, to say the very least, to find them indicating that at some time in the distant past
Britain had spun on its axis and traveled some distance to the north, as if it had somehow
come loose from its moorings."	0.9180405735969543
Green Hat Books\Bill Bryson - A Short History of Nearly Everything (2003).pdf	"Moreover, they also discovered that if you placed a map of
Europe’s magnetic patterns alongside an American one from the same period, they fit together
as neatly as two halves of a torn letter."	0.9224720001220703
Green Hat Books\Bill Bryson - A Short History of Nearly Everything (2003).pdf	It was uncanny.	0.9927035570144653
Green Hat Books\Bill Bryson - A Short History of Nearly Everything (2003).pdf	"It finally fell to two men from Cambridge University, a geophysicist named Drummond
Matthews and a graduate student of his named Fred Vine, to draw all the strands together."	0.9675231575965881
Green Hat Books\Bill Bryson - A Short History of Nearly Everything (2003).pdf	"In
1963, using magnetic studies of the Atlantic Ocean floor, they demonstrated conclusively that
the seafloors were spreading in precisely the manner Hess had suggested and that the
continents were in motion too."	0.7047141790390015
Green Hat Books\Bill Bryson - A Short History of Nearly Everything (2003).pdf	"In what has become a famous snub, the editor of the Journal of Geophysical Research told
him: “Such speculations make interesting talk at cocktail parties, but it is not the sort of thing
that ought to be published under serious scientific aegis.” One geologist later described it as
“probably the most significant paper in the earth sciences ever to be denied publication.”
At all events, mobile crust was an idea whose time had finally come."	0.7680396437644958
Green Hat Books\Bill Bryson - A Short History of Nearly Everything (2003).pdf	"A symposium of
many of the most important figures in the field was convened in London under the auspices of
the Royal Society in 1964, and suddenly, it seemed, everyone was a convert."	0.7222344875335693
Green Hat Books\Bill Bryson - A Short History of Nearly Everything (2003).pdf	"The Earth, the
meeting agreed, was a mosaic of interconnected segments whose various stately jostlings
accounted for much of the planet’s surface behavior."	0.771074116230011
Green Hat Books\Bill Bryson - A Short History of Nearly Everything (2003).pdf	"The name “continental drift” was fairly swiftly discarded when it was realized that the
whole crust was in motion and not just the continents, but it took a while to settle on a name
for the individual segments."	0.9065690636634827
Green Hat Books\Bill Bryson - A Short History of Nearly Everything (2003).pdf	"At first people called them “crustal blocks” or sometimes “paving
stones.” Not until late 1968, with the publication of an article by three American
seismologists in the Journal of Geophysical Research , did the segments receive the name by
which they have since been known: plates."	0.7640125155448914
Green Hat Books\Bill Bryson - A Short History of Nearly Everything (2003).pdf	"The same article called the new science plate
tectonics."	0.7759489417076111
Green Hat Books\Bill Bryson - A Short History of Nearly Everything (2003).pdf	"Some plates are large and comparatively inactive, others small but
energetic."	0.8881323933601379
Green Hat Books\Bill Bryson - A Short History of Nearly Everything (2003).pdf	"The
North American plate, for instance, is much larger than the continent with which it is
associated."	0.867858350276947
Green Hat Books\Bill Bryson - A Short History of Nearly Everything (2003).pdf	"It roughly traces the outline of the continent’s western coast (which is why that
area is so seismically active, because of the bump and crush of the plate boundary), but
ignores the eastern seaboard altogether and instead extends halfway across the Atlantic to the
mid-ocean ridge."	0.989844560623169
Green Hat Books\Bill Bryson - A Short History of Nearly Everything (2003).pdf	"Iceland is split down the middle, which makes it tectonically half American
and half European."	0.8506940007209778
Green Hat Books\Bill Bryson - A Short History of Nearly Everything (2003).pdf	"New Zealand, meanwhile, is part of the immense Indian Ocean plate even
though it is nowhere near the Indian Ocean."	0.9393808841705322
Green Hat Books\Bill Bryson - A Short History of Nearly Everything (2003).pdf	"The connections between modern landmasses and those of the past were found to be
infinitely more complex than anyone had imagined."	0.8559656143188477
Green Hat Books\Bill Bryson - A Short History of Nearly Everything (2003).pdf	"Kazakhstan, it turns out, was once
attached to Norway and New England."	0.9638372659683228
Green Hat Books\Bill Bryson - A Short History of Nearly Everything (2003).pdf	"One corner of Staten Island, but only a corner, is
European."	0.8923678994178772
Green Hat Books\Bill Bryson - A Short History of Nearly Everything (2003).pdf	So is part of Newfoundland.	0.7566795945167542
Green Hat Books\Bill Bryson - A Short History of Nearly Everything (2003).pdf	"Some of the Shackleton Range of Antarctica, it is thought, may once
have belonged to the Appalachians of the eastern U.S."	0.7656426429748535
Green Hat Books\Bill Bryson - A Short History of Nearly Everything (2003).pdf	Rocks, in short, get around.	0.9503265023231506
Green Hat Books\Bill Bryson - A Short History of Nearly Everything (2003).pdf	The constant turmoil keeps the plates from fusing into a single immobile plate.	0.9394658207893372
Green Hat Books\Bill Bryson - A Short History of Nearly Everything (2003).pdf	"Assuming
things continue much as at present, the Atlantic Ocean will expand until eventually it is much
bigger than the Pacific."	0.7607390880584717
Green Hat Books\Bill Bryson - A Short History of Nearly Everything (2003).pdf	"Much of California will float off and become a kind of Madagascar of
the Pacific."	0.864138662815094
Green Hat Books\Bill Bryson - A Short History of Nearly Everything (2003).pdf	"Africa will push northward into Europe, squeezing the Mediterranean out of
existence and thrusting up a chain of mountains of Himalayan majesty running from Paris to
Calcutta."	0.9275646805763245
Green Hat Books\Bill Bryson - A Short History of Nearly Everything (2003).pdf	"Australia will colonize the islands to its north and connect by some isthmian
umbilicus to Asia."	0.8846688270568848
Green Hat Books\Bill Bryson - A Short History of Nearly Everything (2003).pdf	These are future outcomes, but not future events.	0.7183948159217834
Green Hat Books\Bill Bryson - A Short History of Nearly Everything (2003).pdf	"The events are happening
now."	0.8075605630874634
Green Hat Books\Bill Bryson - A Short History of Nearly Everything (2003).pdf	As we sit here, continents are adrift, like leaves on a pond.	0.7536820769309998
Green Hat Books\Bill Bryson - A Short History of Nearly Everything (2003).pdf	"If you were prepared to wait long enough,
you could ride from Los Angeles all the way up to San Francisco."	0.9212501645088196
Green Hat Books\Bill Bryson - A Short History of Nearly Everything (2003).pdf	"It is not simply a matter of size or density—Venus is nearly a twin of Earth in
these respects and yet has no tectonic activity."	0.9094713926315308
Green Hat Books\Bill Bryson - A Short History of Nearly Everything (2003).pdf	"It is thought—though it is really nothing more
than a thought—that tectonics is an important part of the planet’s organic well-being."	0.7451635003089905
Green Hat Books\Bill Bryson - A Short History of Nearly Everything (2003).pdf	"As the
physicist and writer James Trefil has put it, “It would be hard to believe that the continuous
movement of tectonic plates has no effect on the development of life on earth.” He suggests
that the challenges induced by tectonics—changes in climate, for instance—were an
important spur to the development of intelligence."	0.9088316559791565
Green Hat Books\Bill Bryson - A Short History of Nearly Everything (2003).pdf	"What Dickson established was that the
chemical composition of the world’s oceans has altered abruptly and vigorously throughout
the past half billion years and that these changes often correlate with important events in
biological history—the huge outburst of tiny organisms that created the chalk cliffs of
England’s south coast, the sudden fashion for shells among marine organisms during the
Cambrian period, and so on."	0.7830718159675598
Green Hat Books\Bill Bryson - A Short History of Nearly Everything (2003).pdf	"Earthquakes, the formation of island chains, the carbon cycle, the locations of
mountains, the coming of ice ages, the origins of life itself—there was hardly a matter that
wasn’t directly influenced by this remarkable new theory."	0.8307615518569946
Green Hat Books\Bill Bryson - A Short History of Nearly Everything (2003).pdf	"Geologists, as McPhee has noted,
found themselves in the giddying position that “the whole earth suddenly made sense.”
But only up to a point."	0.9367774128913879
Green Hat Books\Bill Bryson - A Short History of Nearly Everything (2003).pdf	"The outline of Gondwana, a once-mighty continent connecting Australia, Africa,
Antarctica, and South America, was based in large part on the distribution of a genus of
ancient tongue fern called Glossopteris, which was found in all the right places."	0.8208826780319214
Green Hat Books\Bill Bryson - A Short History of Nearly Everything (2003).pdf	"However,
much later Glossopteris was also discovered in parts of the world that had no known
connection to Gondwana."	0.7802524566650391
Green Hat Books\Bill Bryson - A Short History of Nearly Everything (2003).pdf	"Similarly a Triassic reptile called Lystrosaurus has been found from Antarctica all
the way to Asia, supporting the idea of a former connection between those continents, but it
has never turned up in South America or Australia, which are believed to have been part of
the same continent at the same time."	0.7495201230049133
Green Hat Books\Bill Bryson - A Short History of Nearly Everything (2003).pdf	Take Denver.	0.9311139583587646
Green Hat Books\Bill Bryson - A Short History of Nearly Everything (2003).pdf	"When dinosaurs roamed
the Earth, Denver was part of an ocean bottom, many thousands of feet lower."	0.7149245738983154
Green Hat Books\Bill Bryson - A Short History of Nearly Everything (2003).pdf	"Yet the rocks
on which Denver sits are not fractured or deformed in the way they would be if Denver had
been pushed up by colliding plates, and anyway Denver was too far from the plate edges to be
susceptible to their actions."	0.8213247656822205
Green Hat Books\Bill Bryson - A Short History of Nearly Everything (2003).pdf	"It would be as if you pushed against the edge of a rug hoping to
raise a ruck at the opposite end."	0.8800370097160339
Green Hat Books\Bill Bryson - A Short History of Nearly Everything (2003).pdf	"Mysteriously and over millions of years, it appears that
Denver has been rising, like baking bread."	0.9545964598655701
Green Hat Books\Bill Bryson - A Short History of Nearly Everything (2003).pdf	"On an expedition to Greenland in
1930, he set out alone, on his fiftieth birthday, to check out a supply drop."	0.9208342432975769
Green Hat Books\Bill Bryson - A Short History of Nearly Everything (2003).pdf	"In fact,
he died at Princeton, New Jersey, in 1955 before Charles Hapgood’s rubbishing of continental
drift theories was even published."	0.7282386422157288
Green Hat Books\Bill Bryson - A Short History of Nearly Everything (2003).pdf	"The other principal player in the emergence of tectonics theory, Harry Hess, was also at
Princeton at the time, and would spend the rest of his career there."	0.7987364530563354
Green Hat Books\Bill Bryson - A Short History of Nearly Everything (2003).pdf	"One of his students was a
bright young fellow named Walter Alvarez, who would eventually change the world of
science in a quite different way."	0.9336968660354614
Green Hat Books\Bill Bryson - A Short History of Nearly Everything (2003).pdf	"As for geology itself, its cataclysms had only just begun, and it was young Alvarez who
helped to start the process."	0.9297765493392944
Green Hat Books\Bill Bryson - A Short History of Nearly Everything (2003).pdf	-British geologist Derek V.	0.8662792444229126
Green Hat Books\Bill Bryson - A Short History of Nearly Everything (2003).pdf	"Ager
13 BANG!"	0.8355196118354797
Green Hat Books\Bill Bryson - A Short History of Nearly Everything (2003).pdf	"In 1912, a man drilling a well for the town water supply reported bringing up a
lot of strangely deformed rock—“crystalline clast breccia with a melt matrix” and “overturned
ejecta flap,” as it was later described in an official report."	0.979987382888794
Green Hat Books\Bill Bryson - A Short History of Nearly Everything (2003).pdf	The water was odd too.	0.9880684614181519
Green Hat Books\Bill Bryson - A Short History of Nearly Everything (2003).pdf	"Naturally occurring soft water had never been found in Iowa
before."	0.9469232559204102
Green Hat Books\Bill Bryson - A Short History of Nearly Everything (2003).pdf	"Though Manson’s strange rocks and silken waters were matters of curiosity, forty-one
years would pass before a team from the University of Iowa got around to making a trip to the
community, then as now a town of about two thousand people in the northwest part of the
state."	0.7433496713638306
Green Hat Books\Bill Bryson - A Short History of Nearly Everything (2003).pdf	"The trauma to Manson’s geology had come not from within the Earth, but from at least 100
million miles beyond."	0.8594978451728821
Green Hat Books\Bill Bryson - A Short History of Nearly Everything (2003).pdf	"The limestone that elsewhere gives Iowa its hard mineralized water was obliterated and
replaced by the shocked basement rocks that so puzzled the water driller in 1912."	0.8573476672172546
Green Hat Books\Bill Bryson - A Short History of Nearly Everything (2003).pdf	Ever.	0.7366577386856079
Green Hat Books\Bill Bryson - A Short History of Nearly Everything (2003).pdf	"At the library in Manson they are delighted to show you a collection of newspaper articles
and a box of core samples from a 1991–92 drilling program—indeed, they positively bustle to
produce them—but you have to ask to see them."	0.8527740240097046
Green Hat Books\Bill Bryson - A Short History of Nearly Everything (2003).pdf	"Nothing permanent is on display, and
nowhere in the town is there any historical marker."	0.9652004837989807
Green Hat Books\Bill Bryson - A Short History of Nearly Everything (2003).pdf	"Virtually the whole town
turned out at one end of Main Street and watched for half an hour as the tornado came toward
them, hoping it would veer off, then prudently scampered when it did not."	0.8790075778961182
Green Hat Books\Bill Bryson - A Short History of Nearly Everything (2003).pdf	"Every June now Manson has a weeklong event
called Crater Days, which was dreamed up as a way of helping people forget that unhappy
anniversary."	0.9958494305610657
Green Hat Books\Bill Bryson - A Short History of Nearly Everything (2003).pdf	"But for one brief period in the 1980s, Manson was the most geologically
exciting place on Earth."	0.9535937309265137
Green Hat Books\Bill Bryson - A Short History of Nearly Everything (2003).pdf	"The story begins in the early 1950s when a bright young geologist named Eugene
Shoemaker paid a visit to Meteor Crater in Arizona."	0.9413754343986511
Green Hat Books\Bill Bryson - A Short History of Nearly Everything (2003).pdf	"In those days, however, it didn’t receive
many visitors and was still often referred to as Barringer Crater, after a wealthy mining
engineer named Daniel M."	0.7573164105415344
Green Hat Books\Bill Bryson - A Short History of Nearly Everything (2003).pdf	Barringer who had staked a claim on it in 1903.	0.8762938380241394
Green Hat Books\Bill Bryson - A Short History of Nearly Everything (2003).pdf	"Barringer believed
that the crater had been formed by a ten-million-ton meteor, heavily freighted with iron and
nickel, and it was his confident expectation that he would make a fortune digging it out."	0.969456672668457
Green Hat Books\Bill Bryson - A Short History of Nearly Everything (2003).pdf	The leading early investigator, G.	0.7827450037002563
Green Hat Books\Bill Bryson - A Short History of Nearly Everything (2003).pdf	K.	0.9171020984649658
Green Hat Books\Bill Bryson - A Short History of Nearly Everything (2003).pdf	"Gilbert of Columbia University, modeled
the effects of impacts by flinging marbles into pans of oatmeal."	0.9244830012321472
Green Hat Books\Bill Bryson - A Short History of Nearly Everything (2003).pdf	"(For reasons I cannot supply,
Gilbert conducted these experiments not in a laboratory at Columbia but in a hotel room.)
Somehow from this Gilbert concluded that the Moon’s craters were indeed formed by
impacts—in itself quite a radical notion for the time—but that the Earth’s were not."	0.9956371784210205
Green Hat Books\Bill Bryson - A Short History of Nearly Everything (2003).pdf	"By the time Shoemaker came along, a common view was that Meteor Crater had been
formed by an underground steam explosion."	0.8580836057662964
Green Hat Books\Bill Bryson - A Short History of Nearly Everything (2003).pdf	"Shoemaker knew nothing about underground
steam explosions—he couldn’t: they don’t exist—but he did know all about blast zones."	0.9289486408233643
Green Hat Books\Bill Bryson - A Short History of Nearly Everything (2003).pdf	"One
of his first jobs out of college was to study explosion rings at the Yucca Flats nuclear test site
in Nevada."	0.888657808303833
Green Hat Books\Bill Bryson - A Short History of Nearly Everything (2003).pdf	Intrigued, he began to study the subject in his spare time.	0.9021243453025818
Green Hat Books\Bill Bryson - A Short History of Nearly Everything (2003).pdf	"Nobody knows even approximately how many
asteroids there are tumbling through space, but the number is thought to be probably not less
than a billion."	0.7848038673400879
Green Hat Books\Bill Bryson - A Short History of Nearly Everything (2003).pdf	"It took some inspired deductions by the
astronomer William Herschel to work out that they were nowhere near planet sized but much
smaller."	0.9979125261306763
Green Hat Books\Bill Bryson - A Short History of Nearly Everything (2003).pdf	Sometimes now they are more accurately called planetoids.	0.9320258498191833
Green Hat Books\Bill Bryson - A Short History of Nearly Everything (2003).pdf	"It is really only in the last few years that astronomers have
begun to count and keep an eye on the rest of the asteroid community."	0.7882190346717834
Green Hat Books\Bill Bryson - A Short History of Nearly Everything (2003).pdf	With up to a billion to identify, the count obviously has barely begun.	0.7072882652282715
Green Hat Books\Bill Bryson - A Short History of Nearly Everything (2003).pdf	Put them adrift in space and what they might do is beyond guessing.	0.9721763730049133
Green Hat Books\Bill Bryson - A Short History of Nearly Everything (2003).pdf	"Think of the Earth’s orbit as a kind of freeway on which we are the only vehicle, but which
is crossed regularly by pedestrians who don’t know enough to look before stepping off the
curb."	0.7820907235145569
Green Hat Books\Bill Bryson - A Short History of Nearly Everything (2003).pdf	"All we know is that at
some point, at uncertain intervals, they trundle across the road down which we are cruising at
sixty-six thousand miles an hour."	0.8412390947341919
Green Hat Books\Bill Bryson - A Short History of Nearly Everything (2003).pdf	"As Steven Ostro of the Jet Propulsion Laboratory has put it,
“Suppose that there was a button you could push and you could light up all the Earth-crossing
asteroids larger than about ten meters, there would be over 100 million of these objects in the
sky.” In short, you would see not a couple of thousand distant twinkling stars, but millions
upon millions upon millions of nearer, randomly moving objects—“all of which are capable
of colliding with the Earth and all of which are moving on slightly different courses through
the sky at different rates."	0.7760092616081238
Green Hat Books\Bill Bryson - A Short History of Nearly Everything (2003).pdf	"The number of these relative tiddlers in Earth-crossing orbits is
almost certainly in the hundreds of thousands and possibly in the millions, and they are nearly
impossible to track."	0.884713888168335
